winner,loser,replica,exhibition,draw,location,league,round,year,date,date
Mnak,Hander,SIN RÉPLICA,FALSE,FALSE,"Zaragoza, España",FMS Espana,5,2021-2023,"Domingo, 26 de Junio de 2022",26/06/2022
Gazir,Blon,SIN RÉPLICA,FALSE,FALSE,"Zaragoza, España",FMS Espana,5,2021-2023,"Domingo, 26 de Junio de 2022",26/06/2022
Zasko,Tirpa,SIN RÉPLICA,FALSE,FALSE,"Zaragoza, España",FMS Espana,5,2021-2023,"Domingo, 26 de Junio de 2022",26/06/2022
Mr Ego,Sara Socas,1 RÉPLICA,FALSE,FALSE,"Zaragoza, España",FMS Espana,5,2021-2023,"Domingo, 26 de Junio de 2022",26/06/2022
Chuty,Sawi Elekipo,SIN RÉPLICA,FALSE,FALSE,"Zaragoza, España",FMS Espana,5,2021-2023,"Domingo, 26 de Junio de 2022",26/06/2022
Skone,Sweet Pain,1 RÉPLICA,FALSE,FALSE,"Zaragoza, España",FMS Espana,5,2021-2023,"Domingo, 26 de Junio de 2022",26/06/2022
Filósofo,Big Killah,SIN RÉPLICA,FALSE,FALSE,"Bogotá, Colombia",FMS Colombia,4,2021-2023,"Domingo, 26 de Junio de 2022",26/06/2022
Airon,Gavyria,SIN RÉPLICA,FALSE,FALSE,"Bogotá, Colombia",FMS Colombia,4,2021-2023,"Domingo, 26 de Junio de 2022",26/06/2022
Carpediem,Letra,1 RÉPLICA,FALSE,FALSE,"Bogotá, Colombia",FMS Colombia,4,2021-2023,"Domingo, 26 de Junio de 2022",26/06/2022
Lokillo,ÑKO,SIN RÉPLICA,FALSE,FALSE,"Bogotá, Colombia",FMS Colombia,4,2021-2023,"Domingo, 26 de Junio de 2022",26/06/2022
Chang,Elevn,SIN RÉPLICA,FALSE,FALSE,"Bogotá, Colombia",FMS Colombia,4,2021-2023,"Domingo, 26 de Junio de 2022",26/06/2022
Valles T,RBN,1 RÉPLICA,FALSE,FALSE,"Bogotá, Colombia",FMS Colombia,4,2021-2023,"Domingo, 26 de Junio de 2022",26/06/2022
Coloso,Vijay Kesh,EXHIBICIÓN,TRUE,FALSE,"Bogotá, Colombia",FMS Colombia,4,2021-2023,"Domingo, 26 de Junio de 2022",26/06/2022
Skiper,Jony Beltrán,SIN RÉPLICA,FALSE,FALSE,"León, Guanajuato, México",FMS Mexico,4,2021-2023,"Sábado, 09 de Julio de 2022",09/07/2022
Aczino,Dante,SIN RÉPLICA,FALSE,FALSE,"León, Guanajuato, México",FMS Mexico,4,2021-2023,"Sábado, 09 de Julio de 2022",09/07/2022
Yoiker,Garza,1 RÉPLICA,FALSE,FALSE,"León, Guanajuato, México",FMS Mexico,4,2021-2023,"Sábado, 09 de Julio de 2022",09/07/2022
RC,Dominic,1 RÉPLICA,FALSE,FALSE,"León, Guanajuato, México",FMS Mexico,4,2021-2023,"Sábado, 09 de Julio de 2022",09/07/2022
Rapder,Lancer Lirical,SIN RÉPLICA,FALSE,FALSE,"León, Guanajuato, México",FMS Mexico,4,2021-2023,"Sábado, 09 de Julio de 2022",09/07/2022
Stigma,Zticma,EXHIBICIÓN,TRUE,FALSE,"León, Guanajuato, México",FMS Mexico,4,2021-2023,"Sábado, 09 de Julio de 2022",09/07/2022
Fat Tony,Majestic,EXHIBICIÓN,TRUE,FALSE,"León, Guanajuato, México",FMS Mexico,4,2021-2023,"Sábado, 09 de Julio de 2022",09/07/2022
Strike,Skill,1 RÉPLICA,FALSE,FALSE,"Piura, Perú",FMS Peru,6,2021-2023,"Sábado, 09 de Julio de 2022",09/07/2022
Kian,Black Code,SIN RÉPLICA,FALSE,FALSE,"Piura, Perú",FMS Peru,6,2021-2023,"Sábado, 09 de Julio de 2022",09/07/2022
Toy Lokazo,Ghost,SIN RÉPLICA,FALSE,FALSE,"Piura, Perú",FMS Peru,6,2021-2023,"Sábado, 09 de Julio de 2022",09/07/2022
Nekroos,Diego MC,SIN RÉPLICA,FALSE,FALSE,"Piura, Perú",FMS Peru,6,2021-2023,"Sábado, 09 de Julio de 2022",09/07/2022
Jair Wong,Vijay Kesh,1 RÉPLICA,FALSE,FALSE,"Piura, Perú",FMS Peru,6,2021-2023,"Sábado, 09 de Julio de 2022",09/07/2022
Stick,Jota,SIN RÉPLICA,FALSE,FALSE,"Piura, Perú",FMS Peru,6,2021-2023,"Sábado, 09 de Julio de 2022",09/07/2022
Joqerr,Jokker,SIN RÉPLICA,FALSE,FALSE,"Antofagasta, Chile",FMS Chile,4,2021-2023,"Domingo, 10 de Julio de 2022",10/07/2022
Rodamiento,Basek,SIN RÉPLICA,FALSE,FALSE,"Antofagasta, Chile",FMS Chile,4,2021-2023,"Domingo, 10 de Julio de 2022",10/07/2022
Anubis,Erreka,1 RÉPLICA,FALSE,FALSE,"Antofagasta, Chile",FMS Chile,4,2021-2023,"Domingo, 10 de Julio de 2022",10/07/2022
Nitro,JNO,SIN RÉPLICA,FALSE,FALSE,"Antofagasta, Chile",FMS Chile,4,2021-2023,"Domingo, 10 de Julio de 2022",10/07/2022
Acertijo,Tom Crowley,SIN RÉPLICA,FALSE,FALSE,"Antofagasta, Chile",FMS Chile,4,2021-2023,"Domingo, 10 de Julio de 2022",10/07/2022
El Menor,Metalinguistica,EXHIBICIÓN,TRUE,FALSE,"Antofagasta, Chile",FMS Chile,4,2021-2023,"Domingo, 10 de Julio de 2022",10/07/2022
Racso,Sedy,EXHIBICIÓN,TRUE,FALSE,"Antofagasta, Chile",FMS Chile,4,2021-2023,"Domingo, 10 de Julio de 2022",10/07/2022
Elevn,Filósofo,1 RÉPLICA,FALSE,FALSE,"Pereira, Colombia",FMS Colombia,5,2021-2023,"Domingo, 24 de Julio de 2022",24/07/2022
RBN,Lokillo,1 RÉPLICA,FALSE,FALSE,"Pereira, Colombia",FMS Colombia,5,2021-2023,"Domingo, 24 de Julio de 2022",24/07/2022
Chang,Letra,1 RÉPLICA,FALSE,FALSE,"Pereira, Colombia",FMS Colombia,5,2021-2023,"Domingo, 24 de Julio de 2022",24/07/2022
Valles T,Big Killah,SIN RÉPLICA,FALSE,FALSE,"Pereira, Colombia",FMS Colombia,5,2021-2023,"Domingo, 24 de Julio de 2022",24/07/2022
ÑKO,Airon,1 RÉPLICA,FALSE,FALSE,"Pereira, Colombia",FMS Colombia,5,2021-2023,"Domingo, 24 de Julio de 2022",24/07/2022
Gavyria,Carpediem,1 RÉPLICA,FALSE,FALSE,"Pereira, Colombia",FMS Colombia,5,2021-2023,"Domingo, 24 de Julio de 2022",24/07/2022
Lobo Estepario,Dominic,SIN RÉPLICA,FALSE,FALSE,"Mérida, Yucatán, México",FMS Mexico,5,2021-2023,"Sábado, 13 de Agosto de 2022",13/08/2022
Lancer Lirical,Garza,1 RÉPLICA,FALSE,FALSE,"Mérida, Yucatán, México",FMS Mexico,5,2021-2023,"Sábado, 13 de Agosto de 2022",13/08/2022
Skiper,Rapder,SIN RÉPLICA,FALSE,FALSE,"Mérida, Yucatán, México",FMS Mexico,5,2021-2023,"Sábado, 13 de Agosto de 2022",13/08/2022
Aczino,RC,SIN RÉPLICA,FALSE,FALSE,"Mérida, Yucatán, México",FMS Mexico,5,2021-2023,"Sábado, 13 de Agosto de 2022",13/08/2022
Yoiker,Dante,1 RÉPLICA,FALSE,FALSE,"Mérida, Yucatán, México",FMS Mexico,5,2021-2023,"Sábado, 13 de Agosto de 2022",13/08/2022
Jony Beltrán,Zticma,1 RÉPLICA,FALSE,FALSE,"Mérida, Yucatán, México",FMS Mexico,5,2021-2023,"Sábado, 13 de Agosto de 2022",13/08/2022
Airon,Elevn,SIN RÉPLICA,FALSE,FALSE,"Bucaramanga, Colombia",FMS Colombia,6,2021-2023,"Sábado, 20 de Agosto de 2022",20/08/2022
Lokillo,Letra,1 RÉPLICA,FALSE,FALSE,"Bucaramanga, Colombia",FMS Colombia,6,2021-2023,"Sábado, 20 de Agosto de 2022",20/08/2022
Big Killah,Carpediem,SIN RÉPLICA,FALSE,FALSE,"Bucaramanga, Colombia",FMS Colombia,6,2021-2023,"Sábado, 20 de Agosto de 2022",20/08/2022
Chang,Filósofo,1 RÉPLICA,FALSE,FALSE,"Bucaramanga, Colombia",FMS Colombia,6,2021-2023,"Sábado, 20 de Agosto de 2022",20/08/2022
Valles T,ÑKO,1 RÉPLICA,FALSE,FALSE,"Bucaramanga, Colombia",FMS Colombia,6,2021-2023,"Sábado, 20 de Agosto de 2022",20/08/2022
Ken Zingle,Mr Ego,EXHIBICIÓN,TRUE,FALSE,"Bucaramanga, Colombia",FMS Colombia,6,2021-2023,"Sábado, 20 de Agosto de 2022",20/08/2022
Zaina,Larrix,1 RÉPLICA,FALSE,FALSE,"Corrientes, Argentina",FMS Argentina,5,2021-2023,"Sábado, 27 de Agosto de 2022",27/08/2022
Klan,MP,SIN RÉPLICA,FALSE,FALSE,"Corrientes, Argentina",FMS Argentina,5,2021-2023,"Sábado, 27 de Agosto de 2022",27/08/2022
Mecha,Tata,SIN RÉPLICA,FALSE,FALSE,"Corrientes, Argentina",FMS Argentina,5,2021-2023,"Sábado, 27 de Agosto de 2022",27/08/2022
Nacho,Stuart,1 RÉPLICA,FALSE,FALSE,"Corrientes, Argentina",FMS Argentina,5,2021-2023,"Sábado, 27 de Agosto de 2022",27/08/2022
Katra,Naista,1 RÉPLICA,FALSE,FALSE,"Corrientes, Argentina",FMS Argentina,5,2021-2023,"Sábado, 27 de Agosto de 2022",27/08/2022
CTZ,Mito,EXHIBICIÓN,TRUE,FALSE,"Corrientes, Argentina",FMS Argentina,5,2021-2023,"Sábado, 27 de Agosto de 2022",27/08/2022
Papo,Wolf,1 RÉPLICA,FALSE,FALSE,"Corrientes, Argentina",FMS Argentina,5,2021-2023,"Sábado, 27 de Agosto de 2022",27/08/2022
Vijay Kesh,Jota,SIN RÉPLICA,FALSE,FALSE,"Huancayo, Perú",FMS Peru,7,2021-2023,"Domingo, 04 de Septiembre de 2022",04/09/2022
Ghost,Strike,SIN RÉPLICA,FALSE,FALSE,"Huancayo, Perú",FMS Peru,7,2021-2023,"Domingo, 04 de Septiembre de 2022",04/09/2022
Skill,Stick,1 RÉPLICA,FALSE,FALSE,"Huancayo, Perú",FMS Peru,7,2021-2023,"Domingo, 04 de Septiembre de 2022",04/09/2022
Nekroos,Kian,1 RÉPLICA,FALSE,FALSE,"Huancayo, Perú",FMS Peru,7,2021-2023,"Domingo, 04 de Septiembre de 2022",04/09/2022
Black Code,Jair Wong,SIN RÉPLICA,FALSE,FALSE,"Huancayo, Perú",FMS Peru,7,2021-2023,"Domingo, 04 de Septiembre de 2022",04/09/2022
El Menor,Diego MC,EXHIBICIÓN,TRUE,FALSE,"Huancayo, Perú",FMS Peru,7,2021-2023,"Domingo, 04 de Septiembre de 2022",04/09/2022
Gazir,Zasko,SIN RÉPLICA,FALSE,FALSE,"Murcia, España",FMS Espana,6,2021-2023,"Sábado, 10 de Septiembre de 2022",10/09/2022
Sawi Elekipo,Mr Ego,SIN RÉPLICA,FALSE,FALSE,"Murcia, España",FMS Espana,6,2021-2023,"Sábado, 10 de Septiembre de 2022",10/09/2022
Blon,Tirpa,1 RÉPLICA,FALSE,FALSE,"Murcia, España",FMS Espana,6,2021-2023,"Sábado, 10 de Septiembre de 2022",10/09/2022
Sara Socas,Hander,SIN RÉPLICA,FALSE,FALSE,"Murcia, España",FMS Espana,6,2021-2023,"Sábado, 10 de Septiembre de 2022",10/09/2022
Mnak,Sweet Pain,SIN RÉPLICA,FALSE,FALSE,"Murcia, España",FMS Espana,6,2021-2023,"Sábado, 10 de Septiembre de 2022",10/09/2022
Chuty,Skone,SIN RÉPLICA,FALSE,FALSE,"Murcia, España",FMS Espana,6,2021-2023,"Sábado, 10 de Septiembre de 2022",10/09/2022
Lobo Estepario,Yoiker,SIN RÉPLICA,FALSE,FALSE,"Guadalajara, Jalisco, México",FMS Mexico,6,2021-2023,"Domingo, 11 de Septiembre de 2022",11/09/2022
Aczino,Jony Beltrán,SIN RÉPLICA,FALSE,FALSE,"Guadalajara, Jalisco, México",FMS Mexico,6,2021-2023,"Domingo, 11 de Septiembre de 2022",11/09/2022
Rapder,Dante,1 RÉPLICA,FALSE,FALSE,"Guadalajara, Jalisco, México",FMS Mexico,6,2021-2023,"Domingo, 11 de Septiembre de 2022",11/09/2022
Dominic,Lancer Lirical,1 RÉPLICA,FALSE,FALSE,"Guadalajara, Jalisco, México",FMS Mexico,6,2021-2023,"Domingo, 11 de Septiembre de 2022",11/09/2022
Zticma,Skiper,1 RÉPLICA,FALSE,FALSE,"Guadalajara, Jalisco, México",FMS Mexico,6,2021-2023,"Domingo, 11 de Septiembre de 2022",11/09/2022
RC,Garza,1 RÉPLICA,FALSE,FALSE,"Guadalajara, Jalisco, México",FMS Mexico,6,2021-2023,"Domingo, 11 de Septiembre de 2022",11/09/2022
Letra,Gavyria,1 RÉPLICA,FALSE,FALSE,"La Sabana, Colombia",FMS Colombia,7,2021-2023,"Sábado, 24 de Septiembre de 2022",24/09/2022
RBN,Big Killah,1 RÉPLICA,FALSE,FALSE,"La Sabana, Colombia",FMS Colombia,7,2021-2023,"Sábado, 24 de Septiembre de 2022",24/09/2022
ÑKO,Elevn,1 RÉPLICA,FALSE,FALSE,"La Sabana, Colombia",FMS Colombia,7,2021-2023,"Sábado, 24 de Septiembre de 2022",24/09/2022
Chang,Airon,SIN RÉPLICA,FALSE,FALSE,"La Sabana, Colombia",FMS Colombia,7,2021-2023,"Sábado, 24 de Septiembre de 2022",24/09/2022
Valles T,Carpediem,1 RÉPLICA,FALSE,FALSE,"La Sabana, Colombia",FMS Colombia,7,2021-2023,"Sábado, 24 de Septiembre de 2022",24/09/2022
Lokillo,Filósofo,1 RÉPLICA,FALSE,FALSE,"La Sabana, Colombia",FMS Colombia,7,2021-2023,"Sábado, 24 de Septiembre de 2022",24/09/2022
Blon,Sara Socas,SIN RÉPLICA,FALSE,FALSE,"Sevilla, España",FMS Espana,7,2021-2023,"Domingo, 25 de Septiembre de 2022",25/09/2022
Skone,Hander,SIN RÉPLICA,FALSE,FALSE,"Sevilla, España",FMS Espana,7,2021-2023,"Domingo, 25 de Septiembre de 2022",25/09/2022
Sawi Elekipo,Mnak,1 RÉPLICA,FALSE,FALSE,"Sevilla, España",FMS Espana,7,2021-2023,"Domingo, 25 de Septiembre de 2022",25/09/2022
Sweet Pain,Mr Ego,SIN RÉPLICA,FALSE,FALSE,"Sevilla, España",FMS Espana,7,2021-2023,"Domingo, 25 de Septiembre de 2022",25/09/2022
Chuty,Zasko,1 RÉPLICA,FALSE,FALSE,"Sevilla, España",FMS Espana,7,2021-2023,"Domingo, 25 de Septiembre de 2022",25/09/2022
Gazir,Tirpa,SIN RÉPLICA,FALSE,FALSE,"Sevilla, España",FMS Espana,7,2021-2023,"Domingo, 25 de Septiembre de 2022",25/09/2022
Skiper,Yoiker,1 RÉPLICA,FALSE,FALSE,"Torreón, Coahuila, México",FMS Mexico,7,2021-2023,"Domingo, 25 de Septiembre de 2022",25/09/2022
RC,Lancer Lirical,1 RÉPLICA,FALSE,FALSE,"Torreón, Coahuila, México",FMS Mexico,7,2021-2023,"Domingo, 25 de Septiembre de 2022",25/09/2022
Aczino,Zticma,SIN RÉPLICA,FALSE,FALSE,"Torreón, Coahuila, México",FMS Mexico,7,2021-2023,"Domingo, 25 de Septiembre de 2022",25/09/2022
Dante,Dominic,1 RÉPLICA,FALSE,FALSE,"Torreón, Coahuila, México",FMS Mexico,7,2021-2023,"Domingo, 25 de Septiembre de 2022",25/09/2022
Lobo Estepario,Garza,1 RÉPLICA,FALSE,FALSE,"Torreón, Coahuila, México",FMS Mexico,7,2021-2023,"Domingo, 25 de Septiembre de 2022",25/09/2022
Rapder,Jony Beltrán,1 RÉPLICA,FALSE,FALSE,"Torreón, Coahuila, México",FMS Mexico,7,2021-2023,"Domingo, 25 de Septiembre de 2022",25/09/2022
Tom Crowley,Metalinguistica,1 RÉPLICA,FALSE,FALSE,"Santiago, Chile",FMS Chile,5,2021-2023,"Domingo, 02 de Octubre de 2022",02/10/2022
Nitro,Joqerr,SIN RÉPLICA,FALSE,FALSE,"Santiago, Chile",FMS Chile,5,2021-2023,"Domingo, 02 de Octubre de 2022",02/10/2022
Anubis,Acertijo,1 RÉPLICA,FALSE,FALSE,"Santiago, Chile",FMS Chile,5,2021-2023,"Domingo, 02 de Octubre de 2022",02/10/2022
Basek,Teorema,SIN RÉPLICA,FALSE,FALSE,"Santiago, Chile",FMS Chile,5,2021-2023,"Domingo, 02 de Octubre de 2022",02/10/2022
Rodamiento,Jokker,1 RÉPLICA,FALSE,FALSE,"Santiago, Chile",FMS Chile,5,2021-2023,"Domingo, 02 de Octubre de 2022",02/10/2022
Erreka,JNO,1 RÉPLICA,FALSE,FALSE,"Santiago, Chile",FMS Chile,5,2021-2023,"Domingo, 02 de Octubre de 2022",02/10/2022
Skiper,Lancer Lirical,SIN RÉPLICA,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,8,2021-2023,"Domingo, 09 de Octubre de 2022",09/10/2022
Lobo Estepario,Dante,1 RÉPLICA,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,8,2021-2023,"Domingo, 09 de Octubre de 2022",09/10/2022
Jony Beltrán,Garza,1 RÉPLICA,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,8,2021-2023,"Domingo, 09 de Octubre de 2022",09/10/2022
Aczino,Dominic,SIN RÉPLICA,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,8,2021-2023,"Domingo, 09 de Octubre de 2022",09/10/2022
Yoiker,Zticma,SIN RÉPLICA,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,8,2021-2023,"Domingo, 09 de Octubre de 2022",09/10/2022
Rapder,RC,1 RÉPLICA,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,8,2021-2023,"Domingo, 09 de Octubre de 2022",09/10/2022
Papo,Stuart,SIN RÉPLICA,FALSE,FALSE,"Mar de Plata, Argentina",FMS Argentina,6,2021-2023,"Lunes, 10 de Octubre de 2022",10/10/2022
Klan,Larrix,1 RÉPLICA,FALSE,FALSE,"Mar de Plata, Argentina",FMS Argentina,6,2021-2023,"Lunes, 10 de Octubre de 2022",10/10/2022
Mecha,Wolf,SIN RÉPLICA,FALSE,FALSE,"Mar de Plata, Argentina",FMS Argentina,6,2021-2023,"Lunes, 10 de Octubre de 2022",10/10/2022
Tata,Katra,1 RÉPLICA,FALSE,FALSE,"Mar de Plata, Argentina",FMS Argentina,6,2021-2023,"Lunes, 10 de Octubre de 2022",10/10/2022
MP,Naista,1 RÉPLICA,FALSE,FALSE,"Mar de Plata, Argentina",FMS Argentina,6,2021-2023,"Lunes, 10 de Octubre de 2022",10/10/2022
Nacho,Zaina,SIN RÉPLICA,FALSE,FALSE,"Mar de Plata, Argentina",FMS Argentina,6,2021-2023,"Lunes, 10 de Octubre de 2022",10/10/2022
Nasir Catriel,Efrum,EXHIBICIÓN,TRUE,FALSE,"Ituzaingó Buenos Aires, Argentina",FMS Argentina,7,2021-2023,"Sábado, 15 de Octubre de 2022",15/10/2022
Stuart,Mecha,1 RÉPLICA,FALSE,FALSE,"Ituzaingó Buenos Aires, Argentina",FMS Argentina,7,2021-2023,"Sábado, 15 de Octubre de 2022",15/10/2022
Klan,Nacho,SIN RÉPLICA,FALSE,FALSE,"Ituzaingó Buenos Aires, Argentina",FMS Argentina,7,2021-2023,"Sábado, 15 de Octubre de 2022",15/10/2022
Wolf,Tata,SIN RÉPLICA,FALSE,FALSE,"Ituzaingó Buenos Aires, Argentina",FMS Argentina,7,2021-2023,"Sábado, 15 de Octubre de 2022",15/10/2022
Papo,Zaina,SIN RÉPLICA,FALSE,FALSE,"Ituzaingó Buenos Aires, Argentina",FMS Argentina,7,2021-2023,"Sábado, 15 de Octubre de 2022",15/10/2022
Naista,Larrix,1 RÉPLICA,FALSE,FALSE,"Ituzaingó Buenos Aires, Argentina",FMS Argentina,7,2021-2023,"Sábado, 15 de Octubre de 2022",15/10/2022
Jair Wong,Cafú,EXHIBICIÓN,TRUE,FALSE,"Lima, Perú",FMS Peru,8,2021-2023,"Domingo, 16 de Octubre de 2022",16/10/2022
Kian,Stick,1 RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,8,2021-2023,"Domingo, 16 de Octubre de 2022",16/10/2022
Diego MC,Vijay Kesh,1 RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,8,2021-2023,"Domingo, 16 de Octubre de 2022",16/10/2022
Nekroos,Strike,1 RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,8,2021-2023,"Domingo, 16 de Octubre de 2022",16/10/2022
Ghost,Black Code,1 RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,8,2021-2023,"Domingo, 16 de Octubre de 2022",16/10/2022
Toy Lokazo,Skill,1 RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,8,2021-2023,"Domingo, 16 de Octubre de 2022",16/10/2022
Erreka,Jokker,1 RÉPLICA,FALSE,FALSE,"Valparaíso, Chile",FMS Chile,6,2021-2023,"Domingo, 23 de Octubre de 2022",23/10/2022
Nitro,Metalinguistica,SIN RÉPLICA,FALSE,FALSE,"Valparaíso, Chile",FMS Chile,6,2021-2023,"Domingo, 23 de Octubre de 2022",23/10/2022
Teorema,Anubis,SIN RÉPLICA,FALSE,FALSE,"Valparaíso, Chile",FMS Chile,6,2021-2023,"Domingo, 23 de Octubre de 2022",23/10/2022
Acertijo,Basek,1 RÉPLICA,FALSE,FALSE,"Valparaíso, Chile",FMS Chile,6,2021-2023,"Domingo, 23 de Octubre de 2022",23/10/2022
Tom Crowley,JNO,SIN RÉPLICA,FALSE,FALSE,"Valparaíso, Chile",FMS Chile,6,2021-2023,"Domingo, 23 de Octubre de 2022",23/10/2022
Nait,Rodamiento,EXHIBICIÓN,TRUE,TRUE,"Valparaíso, Chile",FMS Chile,6,2021-2023,"Domingo, 23 de Octubre de 2022",23/10/2022
Valles T,Letra,1 RÉPLICA,FALSE,FALSE,"Valle de Aburrá, Colombia",FMS Colombia,8,2021-2023,"Sábado, 05 de Noviembre de 2022",05/11/2022
Gavyria,Elevn,1 RÉPLICA,FALSE,FALSE,"Valle de Aburrá, Colombia",FMS Colombia,8,2021-2023,"Sábado, 05 de Noviembre de 2022",05/11/2022
Big Killah,ÑKO,SIN RÉPLICA,FALSE,FALSE,"Valle de Aburrá, Colombia",FMS Colombia,8,2021-2023,"Sábado, 05 de Noviembre de 2022",05/11/2022
Carpediem,Airon,SIN RÉPLICA,FALSE,FALSE,"Valle de Aburrá, Colombia",FMS Colombia,8,2021-2023,"Sábado, 05 de Noviembre de 2022",05/11/2022
Chang,Lokillo,SIN RÉPLICA,FALSE,FALSE,"Valle de Aburrá, Colombia",FMS Colombia,8,2021-2023,"Sábado, 05 de Noviembre de 2022",05/11/2022
RBN,Filósofo,1 RÉPLICA,FALSE,FALSE,"Valle de Aburrá, Colombia",FMS Colombia,8,2021-2023,"Sábado, 05 de Noviembre de 2022",05/11/2022
Mecha,Larrix,1 RÉPLICA,FALSE,FALSE,"Córdoba, Argentina",FMS Argentina,8,2021-2023,"Domingo, 06 de Noviembre de 2022",06/11/2022
Katra,Zaina,SIN RÉPLICA,FALSE,FALSE,"Córdoba, Argentina",FMS Argentina,8,2021-2023,"Domingo, 06 de Noviembre de 2022",06/11/2022
Stuart,Klan,1 RÉPLICA,FALSE,FALSE,"Córdoba, Argentina",FMS Argentina,8,2021-2023,"Domingo, 06 de Noviembre de 2022",06/11/2022
MP,Tata,SIN RÉPLICA,FALSE,FALSE,"Córdoba, Argentina",FMS Argentina,8,2021-2023,"Domingo, 06 de Noviembre de 2022",06/11/2022
Mono Strong,Barto,EXHIBICIÓN,TRUE,FALSE,"Córdoba, Argentina",FMS Argentina,8,2021-2023,"Domingo, 06 de Noviembre de 2022",06/11/2022
Nacho,Papo,1 RÉPLICA,FALSE,FALSE,"Córdoba, Argentina",FMS Argentina,8,2021-2023,"Domingo, 06 de Noviembre de 2022",06/11/2022
Naista,Wolf,SIN RÉPLICA,FALSE,FALSE,"Córdoba, Argentina",FMS Argentina,8,2021-2023,"Domingo, 06 de Noviembre de 2022",06/11/2022
Skill,Diego MC,1 RÉPLICA,FALSE,FALSE,"Trujillo, Perú",FMS Peru,9,2021-2023,"Sábado, 12 de Noviembre de 2022",12/11/2022
Black Code,Vijay Kesh,1 RÉPLICA,FALSE,FALSE,"Trujillo, Perú",FMS Peru,9,2021-2023,"Sábado, 12 de Noviembre de 2022",12/11/2022
Kian,Ghost,1 RÉPLICA,FALSE,FALSE,"Trujillo, Perú",FMS Peru,9,2021-2023,"Sábado, 12 de Noviembre de 2022",12/11/2022
Strike,Jair Wong,1 RÉPLICA,FALSE,FALSE,"Trujillo, Perú",FMS Peru,9,2021-2023,"Sábado, 12 de Noviembre de 2022",12/11/2022
Jota,Toy Lokazo,1 RÉPLICA,FALSE,FALSE,"Trujillo, Perú",FMS Peru,9,2021-2023,"Sábado, 12 de Noviembre de 2022",12/11/2022
Stick,Nekroos,1 RÉPLICA,FALSE,FALSE,"Trujillo, Perú",FMS Peru,9,2021-2023,"Sábado, 12 de Noviembre de 2022",12/11/2022
Satim,Fusok,EXHIBICIÓN,TRUE,FALSE,"Temuco, Chile",FMS Chile,7,2021-2023,"Domingo, 13 de Noviembre de 2022",13/11/2022
Rodamiento,Acertijo,1 RÉPLICA,FALSE,FALSE,"Temuco, Chile",FMS Chile,7,2021-2023,"Domingo, 13 de Noviembre de 2022",13/11/2022
Basek,Erreka,1 RÉPLICA,FALSE,FALSE,"Temuco, Chile",FMS Chile,7,2021-2023,"Domingo, 13 de Noviembre de 2022",13/11/2022
Nitro,Jokker,SIN RÉPLICA,FALSE,FALSE,"Temuco, Chile",FMS Chile,7,2021-2023,"Domingo, 13 de Noviembre de 2022",13/11/2022
Metalinguistica,JNO,1 RÉPLICA,FALSE,FALSE,"Temuco, Chile",FMS Chile,7,2021-2023,"Domingo, 13 de Noviembre de 2022",13/11/2022
Joqerr,Anubis,1 RÉPLICA,FALSE,FALSE,"Temuco, Chile",FMS Chile,7,2021-2023,"Domingo, 13 de Noviembre de 2022",13/11/2022
Skone,Zasko,SIN RÉPLICA,FALSE,FALSE,"Bilbao, España",FMS Espana,8,2021-2023,"Sábado, 19 de Noviembre de 2022",19/11/2022
Chuty,Mr Ego,SIN RÉPLICA,FALSE,FALSE,"Bilbao, España",FMS Espana,8,2021-2023,"Sábado, 19 de Noviembre de 2022",19/11/2022
Mnak,Sara Socas,SIN RÉPLICA,FALSE,FALSE,"Bilbao, España",FMS Espana,8,2021-2023,"Sábado, 19 de Noviembre de 2022",19/11/2022
Sawi Elekipo,Blon,SIN RÉPLICA,FALSE,FALSE,"Bilbao, España",FMS Espana,8,2021-2023,"Sábado, 19 de Noviembre de 2022",19/11/2022
Tirpa,Hander,SIN RÉPLICA,FALSE,FALSE,"Bilbao, España",FMS Espana,8,2021-2023,"Sábado, 19 de Noviembre de 2022",19/11/2022
Gazir,Sweet Pain,SIN RÉPLICA,FALSE,FALSE,"Bilbao, España",FMS Espana,8,2021-2023,"Sábado, 19 de Noviembre de 2022",19/11/2022
Chang,ÑKO,SIN RÉPLICA,FALSE,FALSE,"Cúcuta, Colombia",FMS Colombia,9,2021-2023,"Domingo, 20 de Noviembre de 2022",20/11/2022
Valles T,Elevn,SIN RÉPLICA,FALSE,FALSE,"Cúcuta, Colombia",FMS Colombia,9,2021-2023,"Domingo, 20 de Noviembre de 2022",20/11/2022
Letra,Big Killah,SIN RÉPLICA,FALSE,FALSE,"Cúcuta, Colombia",FMS Colombia,9,2021-2023,"Domingo, 20 de Noviembre de 2022",20/11/2022
